40	6	0.39|1.55|1
1	29	0.39|3.26|1
28	46	0.61|1.73|1
18	50	0.82|9.27|1
46	11	0.95|4.42|1
53	31	1.83|19.4|1
59	3	2.01|16.95|1
26	52	2.21|10.27|1
64	19	2.71|8.44|1
38	27	2.87|19.92|1
8	55	2.89|5.44|1
54	30	3.21|21.13|1
44	32	3.33|11.73|1
74	66	3.59|14.74|1
5	75	3.99|29.55|1
71	10	4.0|13.92|1
28	37	4.11|7.79|1
60	14	4.32|8.21|1
57	69	4.57|7.36|1
15	23	4.69|13.1|1
34	24	4.78|7.92|1
21	56	5.03|14.88|1
26	49	5.11|9.67|1
3	67	5.18|19.19|1
3	18	5.2|11.92|1
74	64	5.22|21.7|1
70	65	5.66|21.69|1
71	33	5.69|23.38|1
12	73	5.71|11.58|1
51	62	6.91|15.98|1
41	63	7.09|13.04|1
4	20	7.31|11.53|1
9	46	7.34|9.23|1
2	47	7.64|12.09|1
71	25	7.97|26.53|1
16	13	8.09|31.05|1
64	21	8.1|27.45|1
19	56	9.66|29.12|1
72	39	10.49|24.55|1
41	58	10.78|15.22|1
61	74	10.84|13.06|1
56	36	11.42|26.1|1
11	64	11.76|19.96|1
42	17	11.78|19.97|1
58	3	12.42|26.34|1
56	64	13.86|15.72|1
56	46	15.16|16.39|1
22	5	15.35|22.05|1
64	36	15.74|20.74|1
26	43	16.2|17.14|1
47	7	17.66|21.22|1
36	56	17.84|23.36|1
68	64	18.38|19.28|1
45	47	23.57|32.18|1
35	48	23.89|30.74|1
