60	49	0.18|12.89|1
32	56	0.44|25.49|1
42	9	0.55|2.92|1
35	73	0.55|3.9|1
32	65	0.57|14.89|1
76	53	0.64|4.9|15.4
61	70	0.83|13.67|1
17	11	0.96|15.42|1
1	69	1.22|5.67|1
20	7	1.56|5.94|1
25	47	1.62|13.31|1
68	79	2.11|9.67|1
5	12	2.16|25.0|1
9	8	2.22|2.43|1
45	55	2.32|12.71|1
20	69	2.36|19.98|13.9
32	26	2.46|8.5|20.0
55	52	2.47|18.42|11.5
6	67	2.85|16.57|1
63	78	3.42|17.97|13.5
44	48	3.5|13.98|1
78	39	3.61|5.82|1
64	23	3.95|8.59|1
75	19	4.77|10.37|1
57	75	5.17|8.2|1
16	51	5.36|11.18|99.3
13	67	5.87|22.79|1
70	34	6.04|13.11|12.3
66	40	6.97|18.96|1
54	72	7.53|25.39|1
31	58	7.83|16.39|1
15	36	8.02|9.05|47.7
74	2	8.04|11.99|1
37	38	8.65|15.11|1
52	29	8.67|9.26|1
33	28	8.86|19.43|1
50	4	9.02|12.01|1
59	2	10.0|14.21|1
78	46	10.0|14.84|1
27	78	10.58|13.72|1
70	53	10.88|20.49|66.6
22	77	10.98|12.49|1
55	20	12.66|25.22|1
3	17	13.41|18.93|1
25	21	13.63|16.67|236.0
31	18	15.22|19.52|1
43	74	15.23|23.86|1
9	10	15.24|20.85|66.1
71	31	15.83|16.44|60.5
14	22	15.88|18.56|1
30	26	16.32|25.01|1
50	24	18.43|22.0|1
53	68	22.02|25.6|48.0
36	16	23.39|23.56|78.5
74	41	23.69|24.69|1
9	62	25.93|28.12|28.1
72	15	26.02|32.32|28.8
