22	11	0.04|12.53|1
22	12	0.76|8.67|1
19	4	0.83|14.83|23.4
2	18	0.89|4.16|83.2
21	22	1.0|16.59|29.7
12	10	1.27|10.65|1
9	10	1.81|34.29|1
19	16	1.88|3.11|1
22	18	2.5|15.61|25.4
3	22	2.61|10.69|12.7
20	22	3.02|18.96|1
5	22	3.15|12.3|13.1
2	9	3.77|23.43|14.2
15	9	3.92|7.76|10.8
4	22	4.13|14.39|1
6	22	4.21|16.65|1
18	9	4.52|13.66|15.4
22	14	5.17|16.38|12.3
13	10	5.4|8.1|1
17	25	6.05|6.31|47.8
8	22	6.81|26.14|1
22	25	6.96|10.64|29.3
15	18	7.11|17.52|44.6
19	23	7.24|8.72|1
14	10	7.92|8.64|1
19	8	8.95|13.43|1
1	22	9.32|19.31|13.5
11	10	10.12|15.45|1
23	22	10.65|21.12|1
17	22	11.53|19.54|1
22	9	11.94|21.19|1
16	22	12.41|20.67|10.8
7	18	12.72|13.56|1
24	10	15.07|22.94|1
21	17	15.11|16.63|55.8
6	5	16.01|17.62|1
22	24	17.07|17.64|10.8
5	14	18.25|23.74|1
