1	55	0.55|9.61|81.6
43	21	1.17|8.62|1
27	11	1.3|17.64|1
6	60	1.49|3.5|1
31	38	1.51|9.74|1
41	55	1.7|19.97|1
46	44	1.76|8.75|1
9	2	2.9|12.04|1
12	9	3.25|15.74|1
56	14	3.39|31.16|1
25	38	3.73|31.68|1
34	5	4.86|8.59|1
40	32	5.21|16.9|1
4	52	5.62|6.6|14.6
3	8	5.93|19.05|1
36	16	6.27|14.94|1
57	6	6.27|27.46|1
49	12	6.49|22.05|1
53	13	7.35|9.54|50.5
45	42	8.15|19.41|1
30	54	8.52|8.76|1
22	39	8.57|14.64|1
11	13	8.57|34.27|78.9
60	13	9.41|13.24|35.0
52	14	9.42|30.2|1
55	56	9.66|12.18|1
47	15	10.38|15.74|1
33	19	10.55|11.24|13.5
10	58	10.74|18.67|13.5
33	20	10.78|22.68|1
29	37	11.24|14.58|1
32	61	11.36|19.16|1
38	49	12.23|28.87|43.9
7	14	12.91|17.09|1
12	46	12.92|17.0|45.4
28	17	13.29|21.04|1
24	48	14.03|17.17|1
26	23	14.74|25.58|1
22	35	15.94|26.28|1
51	53	16.15|19.71|1
59	50	16.16|25.49|1
13	18	25.92|28.36|72.3
