28	1	0.33|1.96|1
50	36	0.33|11.28|1
38	4	0.47|3.68|1
5	27	0.83|18.39|1
62	26	1.1|8.19|1
47	15	1.19|21.54|80.4
49	22	1.38|14.03|1
6	55	1.44|15.76|1
39	10	1.65|5.32|1
30	16	1.86|3.59|1
22	4	1.95|14.37|1
57	18	2.25|20.02|52.0
20	10	2.41|14.46|1
7	21	2.51|5.6|99.3
22	13	2.89|12.13|1
34	59	3.12|5.3|1
52	12	3.37|11.44|547.9
58	46	3.61|26.57|1
44	11	4.65|8.15|1
55	21	5.34|14.34|1
60	22	5.41|5.53|1
3	9	5.41|34.39|1
3	40	5.46|8.22|1
21	19	5.61|13.09|11.5
36	6	5.82|16.24|79.6
41	36	6.16|9.3|121.2
7	19	6.18|16.45|1
43	8	6.59|14.28|1
32	3	6.84|12.73|1
23	58	7.07|11.13|11.2
22	56	7.8|8.4|15.4
55	19	7.8|12.23|1
51	25	8.03|10.02|1
48	61	8.7|16.14|1
57	52	8.98|11.75|50.8
45	54	9.55|13.46|1
14	5	10.57|17.43|30.8
6	7	11.01|16.5|59.3
44	31	11.37|12.59|1
36	6	12.18|30.61|79.6
29	14	12.94|15.54|1
48	53	13.04|26.09|1
8	2	14.09|17.44|1
23	12	15.17|21.52|68.0
24	37	16.44|18.27|1
1	14	18.22|19.54|149.7
35	18	18.44|28.27|1
33	17	18.64|21.79|1
36	26	18.65|18.8|16.9
53	42	25.33|26.32|1
