37	39	0.09|1.14|27.8
8	5	0.27|4.78|1
39	12	0.57|3.63|1
28	1	0.58|8.68|53.8
36	19	1.0|4.68|1
43	13	1.36|32.71|1
24	31	1.37|7.73|1
18	6	1.67|3.8|1
42	28	2.55|14.83|31.6
21	29	2.75|19.39|1
25	38	3.14|9.33|1
28	23	3.35|7.43|1
20	12	5.39|22.01|1
26	28	5.89|15.06|1
7	12	6.06|10.46|1
4	35	6.09|43.87|1
39	17	6.3|10.54|1
26	3	7.34|11.66|1
28	8	8.27|19.54|36.6
1	28	8.28|19.93|19.2
30	28	8.43|25.62|59.2
26	15	9.09|12.13|1
43	33	9.47|35.26|53.1
12	28	9.68|17.85|1
21	33	9.75|23.36|31.1
26	2	10.69|16.15|1
12	17	10.79|18.99|1
10	12	12.04|23.41|1
28	41	12.8|16.43|71.6
40	28	12.98|23.04|31.6
16	28	13.25|19.51|1
22	32	13.37|18.42|1
1	26	13.78|22.14|1
33	28	13.91|18.14|98.9
38	28	13.96|21.03|64.7
14	34	15.31|15.49|1
26	30	15.31|17.44|1
30	9	15.38|25.37|68.1
37	12	15.5|18.88|1
26	11	21.2|22.24|1
27	28	21.61|23.42|1
