5	57	0.06|14.71|75.1
39	23	0.27|0.79|36.6
32	63	0.29|15.22|1
1	74	0.53|10.48|1
44	78	0.6|9.34|14.2
7	55	0.74|4.19|11.9
71	15	0.77|4.56|90.1
17	34	0.9|23.72|1
27	45	0.95|5.42|1
8	57	1.07|11.09|53.9
76	68	1.2|7.06|16.2
5	8	1.2|8.9|31.5
10	67	1.24|7.93|55.1
18	45	1.34|6.56|1
66	10	1.34|6.62|1
60	37	1.42|10.27|12.7
74	65	1.46|6.93|92.8
29	67	1.47|13.47|1
36	31	1.76|1.82|1
57	61	1.84|17.4|129.4
54	27	2.29|10.59|202.0
38	47	2.69|14.69|17.3
23	31	2.94|8.31|1
3	37	3.0|12.43|1
38	61	3.13|3.25|54.3
6	52	3.24|4.42|65.4
19	44	3.24|5.93|75.5
52	9	3.45|25.25|11.5
46	10	3.47|12.85|85.9
42	59	3.48|31.93|50.1
26	8	3.53|20.1|1
63	31	3.72|12.29|20.0
44	39	3.8|11.58|1
33	53	3.92|16.21|14.6
30	50	3.93|5.07|1
24	23	4.16|8.5|1
75	31	4.31|14.61|70.4
12	10	4.51|11.47|1
21	52	4.76|21.94|15.0
13	10	5.18|19.18|29.3
22	10	5.19|17.55|1
50	17	5.19|21.47|1
8	5	5.2|11.15|31.9
68	24	5.31|24.22|1
25	31	5.42|16.15|1
41	10	5.48|17.44|1
8	24	5.53|9.66|17.7
78	23	5.72|7.71|17.3
11	23	6.06|13.83|52.8
35	3	6.36|33.34|1
42	48	6.47|27.39|13.9
37	58	7.42|13.73|142.8
4	52	7.82|11.61|1
15	77	8.0|16.33|46.2
14	10	8.03|12.71|1
10	73	8.6|11.62|76.6
37	60	9.02|9.71|13.1
47	58	9.03|19.78|59.6
27	62	9.33|14.12|82.0
10	16	9.42|25.64|37.8
64	45	9.5|12.35|55.4
31	43	9.94|23.1|25.0
72	8	9.98|17.58|1
2	28	10.05|26.3|53.8
64	70	10.1|22.81|1
72	3	10.69|20.65|1
69	41	10.73|15.55|1
51	54	11.39|20.69|76.6
60	49	11.68|20.37|1
3	61	11.85|16.8|1
61	1	13.09|14.8|65.8
8	20	13.7|17.82|16.9
75	23	13.72|18.8|32.4
62	54	14.43|19.49|65.1
52	26	14.45|18.58|1
9	8	15.1|19.76|32.0
58	56	15.11|28.04|15.0
27	51	15.28|28.04|87.0
20	3	17.99|20.8|1
57	77	19.22|22.89|44.3
40	76	19.87|22.01|1
8	3	23.19|29.42|1
28	8	23.45|26.07|26.5
