15	51	0.25|7.74|1
33	25	0.34|1.35|1
3	47	0.69|26.78|1
22	3	0.91|6.78|1
37	43	0.91|13.47|1
25	19	0.99|18.43|1
11	4	1.12|9.38|1
18	52	1.39|11.67|1
12	45	1.43|27.06|1
53	30	1.49|16.84|1
48	45	1.71|9.18|1
7	4	1.92|5.28|1
8	55	2.16|12.0|1
9	6	2.67|19.45|1
8	47	2.77|5.89|1
47	32	2.8|22.07|1
46	7	2.98|9.11|1
50	36	3.31|7.63|1
9	35	3.33|15.55|1
37	12	3.6|14.92|1
42	10	3.66|26.83|1
20	42	4.5|6.86|1
34	14	4.66|11.48|1
5	26	4.88|8.18|1
46	25	5.33|12.77|1
55	28	5.58|17.16|1
47	8	5.73|7.84|1
55	8	5.8|11.79|1
14	18	6.36|14.53|1
22	10	6.55|11.13|1
4	43	7.2|18.85|1
8	24	7.83|8.71|1
1	16	7.85|8.98|1
47	29	8.28|21.36|1
53	17	8.36|18.49|1
41	40	8.72|9.29|1
7	11	9.91|16.47|1
56	44	10.57|18.36|1
39	31	11.52|27.99|1
18	25	13.66|27.4|1
2	54	13.94|24.33|1
33	48	14.42|15.02|1
55	27	14.52|27.06|1
3	55	14.86|17.75|1
23	49	16.11|21.09|1
13	51	17.32|18.11|1
15	21	18.33|19.94|1
13	38	23.05|33.08|1
