36	2	0.13|0.4|1
74	57	0.15|8.4|1
67	45	0.16|13.23|1
50	45	0.32|7.35|1
33	6	0.37|16.36|1
62	76	0.47|0.71|1
75	47	0.51|22.52|1
22	48	0.52|3.77|1
34	22	0.76|25.19|1
31	51	1.23|25.9|1
73	70	1.7|10.58|1
17	41	1.73|15.39|1
7	22	1.84|11.93|1
62	31	2.03|10.06|1
69	44	2.05|8.2|1
29	21	2.11|6.82|1
66	5	2.16|4.75|1
63	62	2.28|11.33|15.4
71	32	2.39|15.46|1
14	38	2.43|10.66|1
5	6	2.48|19.48|1
22	62	2.51|24.5|1
76	13	2.52|6.53|1
23	34	2.69|17.03|1
30	48	2.69|24.99|1
5	59	2.83|6.84|1
25	52	2.84|5.15|1
9	35	2.85|19.73|1
61	38	3.07|8.61|1
27	54	3.09|26.62|1
22	29	3.63|12.58|1
74	13	3.72|8.02|1
34	21	3.72|13.8|1
53	43	3.72|15.55|1
70	57	3.83|12.5|1
35	55	3.97|8.92|1
46	48	4.07|4.95|1
22	54	4.18|12.36|1
72	38	4.28|4.59|1
24	60	4.28|14.36|1
11	40	4.65|6.38|1
16	10	4.65|8.97|1
4	8	4.66|9.69|1
22	8	5.57|29.86|1
33	59	6.05|10.02|1
3	5	6.11|10.72|1
37	52	6.52|29.74|1
18	68	6.9|7.51|1
22	57	6.98|10.32|1
13	63	7.1|23.13|14.2
70	73	7.2|16.47|1
14	45	7.36|7.81|1
5	3	7.76|15.35|1
1	47	7.86|11.41|1
65	60	7.88|25.03|1
62	74	7.96|10.58|1
19	16	8.71|9.3|1
12	48	8.72|29.24|1
34	27	8.79|11.65|1
15	49	8.83|9.58|1
67	41	8.84|19.33|1
34	31	9.05|11.58|1
76	57	9.13|9.76|1
7	31	9.32|21.46|1
9	8	10.0|39.03|1
58	40	10.07|27.41|1
21	56	10.24|11.31|1
69	41	10.72|13.89|1
23	10	11.22|13.54|1
26	42	11.24|18.59|1
20	56	11.88|27.61|1
22	64	12.45|16.71|1
34	16	12.77|18.21|1
17	56	12.77|20.79|1
20	41	15.35|16.93|1
28	57	15.83|34.0|1
18	39	20.69|47.86|1
