19	1	0.12|6.6|1
34	3	0.24|6.21|1
19	21	0.29|20.79|1
28	6	0.31|1.83|1
6	31	0.34|11.31|1
36	5	0.48|12.45|1
7	11	0.66|16.29|1
43	17	0.69|4.25|1
14	30	0.73|9.22|31.1
1	28	1.18|22.85|1
19	18	1.39|8.51|1
32	44	1.4|4.87|1
2	30	1.43|32.87|1
38	20	1.44|9.04|29.6
33	4	1.53|11.39|1
51	26	1.77|3.02|1
35	49	2.07|22.76|1
24	30	2.22|2.25|1
16	49	2.25|8.49|1
44	40	2.79|12.68|1
39	22	3.14|13.07|1
9	27	3.23|5.34|1
41	51	3.24|23.88|1
10	8	3.83|12.47|1
24	38	3.93|4.49|34.6
46	15	3.99|12.83|1
12	43	4.04|10.81|1
23	24	5.24|18.31|1
18	48	5.48|19.58|1
26	49	5.57|15.55|1
29	13	6.1|11.79|1
50	25	6.2|9.89|1
3	49	6.27|22.99|1
4	49	6.29|15.76|1
37	7	6.61|24.29|1
19	14	7.17|12.99|1
1	22	7.45|16.02|1
47	12	8.95|10.02|30.8
38	2	9.01|20.24|42.3
45	41	9.33|19.47|1
19	24	9.55|9.83|1
38	42	9.66|16.4|1
20	50	9.84|19.82|1
32	8	10.79|12.68|1
22	36	10.88|14.25|1
10	44	12.49|19.0|1
40	45	12.86|15.78|15.8
39	47	13.31|14.56|1
13	37	13.49|14.92|199.7
30	51	13.53|20.53|1
24	1	15.74|21.29|33.0
8	40	17.64|24.31|1
31	35	20.71|21.51|1
27	7	21.29|28.56|1
