9	4	1.42|30.61|1
13	7	1.56|9.35|1
26	9	1.88|3.54|1
25	9	2.29|13.84|1
21	6	2.33|5.06|1
9	2	2.76|23.58|1
11	16	2.93|3.12|1
18	16	3.13|16.47|1
15	25	3.88|19.32|1
1	24	3.94|6.13|1
24	16	4.77|9.8|1
12	11	4.98|31.82|1
2	17	5.05|22.55|1
14	27	5.09|10.25|1
16	17	5.42|10.63|1
22	19	5.81|22.88|1
7	20	6.62|10.74|1
27	7	8.78|16.92|1
6	7	9.24|23.93|1
23	10	9.28|14.9|1
7	15	9.65|10.47|1
7	1	10.02|22.89|1
3	17	10.04|25.45|1
9	18	10.59|18.47|1
7	8	11.34|20.33|1
5	26	12.75|20.18|1
4	5	14.33|18.18|1
20	12	15.41|27.64|30.8
24	9	15.61|33.16|1
15	4	16.35|22.21|1
