43	89	0.12|2.6|30.0
69	22	0.42|20.42|39.2
12	100	0.6|4.23|1
65	94	0.6|15.83|15.4
74	66	0.72|11.89|33.9
9	75	1.06|14.42|1
60	79	1.1|11.29|1
89	69	1.12|2.53|236.0
71	24	1.22|2.89|33.1
8	76	1.27|27.11|1
92	89	1.75|16.2|13.1
77	74	1.77|23.88|1
69	89	1.78|2.57|236.0
83	101	1.79|7.33|1
58	54	2.03|15.54|1
45	89	2.05|11.42|1
41	92	2.1|22.75|1
94	90	2.11|13.41|1
80	96	2.28|20.9|63.9
87	23	2.43|15.29|13.5
2	63	2.51|23.45|78.5
66	101	2.93|4.14|1
67	36	3.14|14.4|32.3
36	72	3.24|14.2|30.8
64	87	3.37|11.78|29.2
39	52	3.57|14.69|1
94	14	3.61|4.61|204.0
49	91	3.68|9.78|1
40	92	3.77|4.08|1
92	81	3.9|25.89|34.2
30	5	3.92|15.71|1
28	18	4.09|9.95|1
91	50	4.46|12.22|1
3	74	4.47|15.82|236.3
5	74	4.56|5.84|139.4
69	51	4.77|9.83|55.8
31	17	5.05|11.5|1
44	21	5.71|15.03|1
84	50	5.75|9.42|1
24	2	5.82|6.64|47.7
91	98	6.07|29.47|15.8
83	69	6.08|10.14|86.2
80	88	6.48|28.06|99.3
91	71	6.53|14.79|40.8
26	99	6.56|22.0|1633.1
101	99	6.69|23.98|1
34	93	6.89|17.5|1
19	92	7.08|9.82|1
36	85	7.15|23.53|1
46	97	7.17|8.87|1
86	91	7.21|10.28|53.9
50	89	8.29|14.24|10.8
83	16	8.52|13.63|12.3
6	73	8.9|16.12|1
35	95	9.1|18.92|1
49	83	9.21|16.26|71.9
96	4	9.24|10.24|1
78	44	9.27|14.96|1
59	83	10.09|22.41|1
48	14	10.1|13.59|1
68	23	10.48|21.25|1
21	80	10.69|15.89|59.3
7	55	10.79|15.73|1
95	23	11.21|13.22|40.4
29	8	11.32|11.55|1
81	92	11.64|13.95|33.9
37	1	11.97|16.61|1
33	43	12.74|20.77|1
11	25	12.9|19.96|1
8	15	13.01|21.09|83.5
13	27	13.04|16.64|1
81	42	13.13|22.71|1
62	89	13.26|15.66|1
57	53	13.53|17.06|1
38	64	14.17|17.15|1
10	49	14.41|22.75|1
56	47	14.96|17.6|1
50	78	15.2|21.81|1
67	20	15.3|15.92|12.7
32	3	15.31|25.67|1
79	76	15.43|18.12|25.4
21	70	18.19|19.9|81.6
16	61	18.41|24.19|1
82	69	20.9|22.91|46.9
