27	15	0.17|28.73|1
5	7	0.45|21.82|1
30	18	0.56|7.51|1
36	14	0.74|2.19|1
30	40	1.69|10.52|1
35	21	1.85|6.39|1
26	3	1.99|9.16|1
13	33	2.3|12.43|1
16	20	2.35|12.87|1
6	34	2.5|11.15|1
11	23	2.55|13.52|1
41	23	2.68|3.4|41.2
26	32	2.8|8.18|1
37	18	2.87|3.74|1
4	42	3.62|20.25|44.7
34	46	4.02|9.6|1
29	19	4.21|14.47|41.2
24	43	4.27|9.67|1
17	15	5.51|13.93|1
25	12	5.68|14.25|3584.0
42	10	7.02|7.24|1
27	28	7.07|16.37|1
44	39	7.53|10.85|58.9
2	41	7.63|12.38|1
8	45	8.31|13.26|1
22	31	10.72|22.07|1
12	45	12.45|39.01|76.7
9	31	13.74|15.2|1
1	33	16.41|16.98|1
38	45	17.19|26.56|1
