10	22	0.07|8.35|1
102	40	0.13|25.94|1
41	113	0.16|16.24|1
94	103	0.21|6.95|1
95	86	0.26|19.73|1
121	59	0.57|15.44|1
69	120	0.66|3.3|1
113	72	0.74|10.68|1
28	40	0.93|20.52|1
115	67	0.98|17.08|1
111	29	1.13|25.12|1
89	99	1.28|12.53|1
14	63	1.29|1.43|1
112	1	1.31|12.79|1
37	20	1.32|15.82|1
30	44	1.41|4.73|1
6	78	1.51|12.82|1
2	58	1.67|10.77|1
42	40	1.74|16.81|1
7	18	1.78|15.03|1
34	17	1.79|3.9|1
90	117	1.85|13.44|1
31	51	1.96|21.03|1
98	123	1.99|22.69|1
114	54	2.12|22.09|1
32	56	2.26|26.01|1
14	64	2.34|17.7|1
26	68	2.66|12.63|1
44	40	2.74|17.76|1
96	75	2.87|10.73|1
91	112	2.96|24.03|1
26	66	3.25|11.72|1
88	74	3.41|11.27|1
118	91	3.58|14.07|1
119	40	3.76|7.02|1
73	47	4.03|6.54|1
102	70	4.29|4.5|1
118	40	4.67|15.35|1
29	95	4.68|17.44|1
94	84	4.77|11.77|1
5	100	4.85|11.22|1
36	25	4.92|9.5|1
109	92	4.95|16.84|1
33	107	5.01|21.76|1
109	40	5.37|10.7|1
72	122	5.45|9.98|1
93	15	5.53|6.47|1
99	88	5.95|18.46|1
92	111	5.99|22.41|1
47	42	6.23|12.7|1
15	69	6.3|21.16|1
122	71	6.41|14.32|1
11	106	6.84|11.77|1
85	65	7.04|9.65|1
12	105	7.05|13.99|1
46	49	7.1|17.27|1
9	24	7.11|23.11|1
14	79	7.12|14.62|1
43	45	7.45|15.52|1
48	3	7.54|8.48|1
94	50	7.7|18.68|1
13	21	7.74|15.98|1
46	16	7.92|7.93|1
119	43	7.95|10.45|1
57	83	8.41|8.86|1
121	82	8.79|9.09|1
121	23	8.79|12.15|1
122	40	8.86|17.13|1
4	90	8.9|8.97|1
71	95	9.0|29.84|1
86	118	9.56|18.46|1
44	41	9.87|12.36|1
3	4	9.89|13.69|1
74	87	9.93|11.62|1
12	55	10.03|15.76|1
96	110	10.43|14.94|1
39	28	10.53|11.43|1
45	39	10.84|17.19|1
33	60	11.03|13.41|1
10	77	11.79|12.29|1
40	87	12.09|22.83|1
37	53	12.32|16.55|1
4	40	12.66|22.86|1
116	61	12.79|13.59|1
8	101	12.86|26.91|1
13	76	13.15|20.56|1
93	89	13.18|17.44|1
94	52	13.5|14.92|1
27	73	14.3|23.55|1
8	81	14.51|22.63|1
120	48	15.0|16.03|1
117	30	15.0|32.88|1
35	80	15.05|15.54|1
38	19	15.31|16.11|1
57	97	16.52|21.43|1
70	109	16.59|26.67|1
94	104	18.55|33.84|1
121	108	18.84|21.87|1
28	27	19.4|21.24|1
123	73	19.4|27.81|1
1	119	20.28|20.96|1
121	62	22.92|25.27|1
