22	39	0.2|11.77|1
27	47	0.38|19.36|1
9	13	0.42|14.47|16.5
28	36	0.47|7.44|29.6
9	37	0.51|30.56|13.5
23	60	0.57|11.91|1
16	13	0.75|3.27|1
35	56	1.9|16.44|44.7
32	31	1.9|19.82|1
50	27	2.07|8.52|1
5	29	2.18|13.85|1
41	10	2.24|9.75|1
47	5	2.26|2.8|1
56	16	2.28|12.65|1
24	14	3.08|7.82|1
54	30	3.22|7.87|1
20	36	3.33|31.32|1
24	9	3.4|12.13|1
27	19	3.65|3.7|1
30	9	3.72|7.94|1
8	45	3.82|11.52|1
15	21	4.16|10.62|1
4	55	4.21|4.32|1
42	13	4.22|13.77|87.0
19	40	4.25|16.66|1
28	20	4.28|12.58|93.9
33	24	4.39|26.48|1
51	52	4.44|6.27|51.2
16	37	4.7|9.26|32.4
26	22	5.02|5.05|1
17	26	5.07|17.28|1
19	16	5.18|6.96|1
43	27	5.19|16.95|1
10	25	5.51|19.89|1
52	13	5.85|8.21|82.0
11	59	6.16|16.84|1
16	12	6.27|8.21|1
18	6	7.05|11.97|1
31	20	7.26|7.91|1
20	11	7.43|13.89|1
49	19	7.43|34.4|1
44	7	7.98|12.63|1
46	53	8.07|20.12|36.1
39	46	8.08|12.76|1
51	13	8.36|8.81|1
61	13	9.56|37.03|1
28	32	10.04|17.31|14.2
21	5	10.2|15.06|1
16	14	10.36|12.31|45.4
34	29	11.24|23.3|1
21	3	12.16|14.71|1
1	6	12.55|16.58|1
3	57	13.13|16.78|1
6	2	13.93|16.6|12.3
40	48	14.2|14.34|11.9
27	26	15.64|27.13|1
58	27	19.94|22.19|1
2	38	24.83|27.82|28.8
